,crime,cuadrante,difference,end_period1,end_period2,period1_count,period2_count,population,sector,start_period1,start_period2
210,HOMICIDIO DOLOSO,N-3.1.8,-5,2020-05,2021-05,5,0,16877.0,IZTACCIHUATL,2019-06,2020-06
211,HOMICIDIO DOLOSO,N-3.1.9,0,2020-05,2021-05,2,2,13380.0,IZTACCIHUATL,2019-06,2020-06
212,HOMICIDIO DOLOSO,N-3.2.1,-1,2020-05,2021-05,1,0,7668.0,PANTITLAN,2019-06,2020-06
213,HOMICIDIO DOLOSO,N-3.2.10,1,2020-05,2021-05,0,1,6185.0,PANTITLAN,2019-06,2020-06
214,HOMICIDIO DOLOSO,N-3.2.11,-1,2020-05,2021-05,2,1,7219.0,PANTITLAN,2019-06,2020-06
215,HOMICIDIO DOLOSO,N-3.2.12,2,2020-05,2021-05,0,2,9907.0,PANTITLAN,2019-06,2020-06
216,HOMICIDIO DOLOSO,N-3.2.13,1,2020-05,2021-05,0,1,9386.0,PANTITLAN,2019-06,2020-06
217,HOMICIDIO DOLOSO,N-3.2.14,1,2020-05,2021-05,0,1,11567.0,PANTITLAN,2019-06,2020-06
218,HOMICIDIO DOLOSO,N-3.2.15,-2,2020-05,2021-05,2,0,11894.0,PANTITLAN,2019-06,2020-06
219,HOMICIDIO DOLOSO,N-3.2.16,1,2020-05,2021-05,0,1,10457.0,PANTITLAN,2019-06,2020-06
220,HOMICIDIO DOLOSO,N-3.2.2,1,2020-05,2021-05,0,1,13284.0,PANTITLAN,2019-06,2020-06
221,HOMICIDIO DOLOSO,N-3.2.3,-2,2020-05,2021-05,2,0,7691.0,PANTITLAN,2019-06,2020-06
222,HOMICIDIO DOLOSO,N-3.2.4,1,2020-05,2021-05,1,2,12225.0,PANTITLAN,2019-06,2020-06
223,HOMICIDIO DOLOSO,N-3.2.5,-1,2020-05,2021-05,3,2,9220.0,PANTITLAN,2019-06,2020-06
224,HOMICIDIO DOLOSO,N-3.2.6,-1,2020-05,2021-05,1,0,10620.0,PANTITLAN,2019-06,2020-06
225,HOMICIDIO DOLOSO,N-3.2.7,-1,2020-05,2021-05,1,0,5990.0,PANTITLAN,2019-06,2020-06
226,HOMICIDIO DOLOSO,N-3.2.8,0,2020-05,2021-05,0,0,7776.0,PANTITLAN,2019-06,2020-06
227,HOMICIDIO DOLOSO,N-3.2.9,0,2020-05,2021-05,1,1,9209.0,PANTITLAN,2019-06,2020-06
228,HOMICIDIO DOLOSO,N-3.3.1,-1,2020-05,2021-05,1,0,7226.0,TLACOTAL,2019-06,2020-06
229,HOMICIDIO DOLOSO,N-3.3.10,0,2020-05,2021-05,2,2,15248.0,TLACOTAL,2019-06,2020-06
230,HOMICIDIO DOLOSO,N-3.3.11,0,2020-05,2021-05,2,2,18332.0,TLACOTAL,2019-06,2020-06
231,HOMICIDIO DOLOSO,N-3.3.12,0,2020-05,2021-05,2,2,9000.0,TLACOTAL,2019-06,2020-06
232,HOMICIDIO DOLOSO,N-3.3.2,0,2020-05,2021-05,0,0,2380.0,TLACOTAL,2019-06,2020-06
233,HOMICIDIO DOLOSO,N-3.3.3,-2,2020-05,2021-05,2,0,2806.0,TLACOTAL,2019-06,2020-06
234,HOMICIDIO DOLOSO,N-3.3.4,-1,2020-05,2021-05,1,0,8866.0,TLACOTAL,2019-06,2020-06
235,HOMICIDIO DOLOSO,N-3.3.5,0,2020-05,2021-05,2,2,9789.0,TLACOTAL,2019-06,2020-06
236,HOMICIDIO DOLOSO,N-3.3.6,2,2020-05,2021-05,2,4,13721.0,TLACOTAL,2019-06,2020-06
237,HOMICIDIO DOLOSO,N-3.3.7,-3,2020-05,2021-05,3,0,18974.0,TLACOTAL,2019-06,2020-06
238,HOMICIDIO DOLOSO,N-3.3.8,1,2020-05,2021-05,0,1,8760.0,TLACOTAL,2019-06,2020-06
239,HOMICIDIO DOLOSO,N-3.3.9,-1,2020-05,2021-05,1,0,8901.0,TLACOTAL,2019-06,2020-06
240,HOMICIDIO DOLOSO,N-4.2.1,1,2020-05,2021-05,0,1,16811.0,ARENAL,2019-06,2020-06
241,HOMICIDIO DOLOSO,N-4.2.2,0,2020-05,2021-05,2,2,22309.0,ARENAL,2019-06,2020-06
242,HOMICIDIO DOLOSO,N-4.2.3,0,2020-05,2021-05,0,0,10250.0,ARENAL,2019-06,2020-06
243,HOMICIDIO DOLOSO,N-4.2.4,2,2020-05,2021-05,0,2,9589.0,ARENAL,2019-06,2020-06
244,HOMICIDIO DOLOSO,N-4.2.5,1,2020-05,2021-05,0,1,6618.0,ARENAL,2019-06,2020-06
245,HOMICIDIO DOLOSO,N-4.2.6,0,2020-05,2021-05,0,0,4837.0,ARENAL,2019-06,2020-06
246,HOMICIDIO DOLOSO,N-4.2.7,-1,2020-05,2021-05,1,0,6508.0,ARENAL,2019-06,2020-06
247,HOMICIDIO DOLOSO,N-4.3.1,2,2020-05,2021-05,0,2,9916.0,MERCED-BALBUENA,2019-06,2020-06
248,HOMICIDIO DOLOSO,N-4.3.10,-1,2020-05,2021-05,2,1,9749.0,MERCED-BALBUENA,2019-06,2020-06
249,HOMICIDIO DOLOSO,N-4.3.11,-1,2020-05,2021-05,1,0,12330.0,MERCED-BALBUENA,2019-06,2020-06
250,HOMICIDIO DOLOSO,N-4.3.2,1,2020-05,2021-05,0,1,6463.0,MERCED-BALBUENA,2019-06,2020-06
251,HOMICIDIO DOLOSO,N-4.3.3,0,2020-05,2021-05,0,0,10015.0,MERCED-BALBUENA,2019-06,2020-06
252,HOMICIDIO DOLOSO,N-4.3.4,0,2020-05,2021-05,1,1,7676.0,MERCED-BALBUENA,2019-06,2020-06
253,HOMICIDIO DOLOSO,N-4.3.5,0,2020-05,2021-05,2,2,10187.0,MERCED-BALBUENA,2019-06,2020-06
254,HOMICIDIO DOLOSO,N-4.3.6,0,2020-05,2021-05,0,0,9859.0,MERCED-BALBUENA,2019-06,2020-06
255,HOMICIDIO DOLOSO,N-4.3.7,0,2020-05,2021-05,0,0,6238.0,MERCED-BALBUENA,2019-06,2020-06
256,HOMICIDIO DOLOSO,N-4.3.8,1,2020-05,2021-05,0,1,5309.0,MERCED-BALBUENA,2019-06,2020-06
257,HOMICIDIO DOLOSO,N-4.3.9,1,2020-05,2021-05,1,2,9195.0,MERCED-BALBUENA,2019-06,2020-06
258,HOMICIDIO DOLOSO,N-4.4.1,-5,2020-05,2021-05,5,0,5774.0,CONGRESO,2019-06,2020-06
259,HOMICIDIO DOLOSO,N-4.4.2,1,2020-05,2021-05,2,3,6313.0,CONGRESO,2019-06,2020-06
260,HOMICIDIO DOLOSO,N-4.4.3,-4,2020-05,2021-05,9,5,12135.0,CONGRESO,2019-06,2020-06
261,HOMICIDIO DOLOSO,N-4.4.4,4,2020-05,2021-05,1,5,1869.0,CONGRESO,2019-06,2020-06
262,HOMICIDIO DOLOSO,N-4.4.5,0,2020-05,2021-05,0,0,9.0,CONGRESO,2019-06,2020-06
263,HOMICIDIO DOLOSO,N-4.4.6,2,2020-05,2021-05,3,5,7687.0,CONGRESO,2019-06,2020-06
264,HOMICIDIO DOLOSO,N-4.5.1,7,2020-05,2021-05,4,11,14443.0,CONSULADO,2019-06,2020-06
265,HOMICIDIO DOLOSO,N-4.5.2,-3,2020-05,2021-05,11,8,11376.0,CONSULADO,2019-06,2020-06
266,HOMICIDIO DOLOSO,N-4.5.3,3,2020-05,2021-05,1,4,7190.0,CONSULADO,2019-06,2020-06
267,HOMICIDIO DOLOSO,N-4.5.4,-2,2020-05,2021-05,5,3,15715.0,CONSULADO,2019-06,2020-06
268,HOMICIDIO DOLOSO,N-4.5.5,-4,2020-05,2021-05,5,1,10433.0,CONSULADO,2019-06,2020-06
269,HOMICIDIO DOLOSO,N-4.5.6,0,2020-05,2021-05,0,0,4480.0,CONSULADO,2019-06,2020-06
270,HOMICIDIO DOLOSO,N-4.5.7,0,2020-05,2021-05,0,0,4060.0,CONSULADO,2019-06,2020-06
271,HOMICIDIO DOLOSO,N-4.6.1,-1,2020-05,2021-05,1,0,4767.0,MOCTEZUMA,2019-06,2020-06
272,HOMICIDIO DOLOSO,N-4.6.10,-1,2020-05,2021-05,2,1,10240.0,MOCTEZUMA,2019-06,2020-06
273,HOMICIDIO DOLOSO,N-4.6.11,-1,2020-05,2021-05,1,0,8265.0,MOCTEZUMA,2019-06,2020-06
274,HOMICIDIO DOLOSO,N-4.6.12,0,2020-05,2021-05,2,2,6197.0,MOCTEZUMA,2019-06,2020-06
275,HOMICIDIO DOLOSO,N-4.6.13,0,2020-05,2021-05,3,3,8418.0,MOCTEZUMA,2019-06,2020-06
276,HOMICIDIO DOLOSO,N-4.6.14,-4,2020-05,2021-05,4,0,10938.0,MOCTEZUMA,2019-06,2020-06
277,HOMICIDIO DOLOSO,N-4.6.2,-1,2020-05,2021-05,4,3,8852.0,MOCTEZUMA,2019-06,2020-06
278,HOMICIDIO DOLOSO,N-4.6.3,3,2020-05,2021-05,1,4,6962.0,MOCTEZUMA,2019-06,2020-06
279,HOMICIDIO DOLOSO,N-4.6.4,-1,2020-05,2021-05,1,0,7648.0,MOCTEZUMA,2019-06,2020-06
280,HOMICIDIO DOLOSO,N-4.6.5,-1,2020-05,2021-05,1,0,11633.0,MOCTEZUMA,2019-06,2020-06
281,HOMICIDIO DOLOSO,N-4.6.6,1,2020-05,2021-05,0,1,10409.0,MOCTEZUMA,2019-06,2020-06
282,HOMICIDIO DOLOSO,N-4.6.7,0,2020-05,2021-05,0,0,10090.0,MOCTEZUMA,2019-06,2020-06
283,HOMICIDIO DOLOSO,N-4.6.8,1,2020-05,2021-05,0,1,4838.0,MOCTEZUMA,2019-06,2020-06
284,HOMICIDIO DOLOSO,N-4.6.9,-2,2020-05,2021-05,3,1,12102.0,MOCTEZUMA,2019-06,2020-06
285,HOMICIDIO DOLOSO,N-4.7.1,0,2020-05,2021-05,0,0,6001.0,ZARAGOZA,2019-06,2020-06
286,HOMICIDIO DOLOSO,N-4.7.2,2,2020-05,2021-05,0,2,8502.0,ZARAGOZA,2019-06,2020-06
287,HOMICIDIO DOLOSO,N-4.7.3,-1,2020-05,2021-05,1,0,7692.0,ZARAGOZA,2019-06,2020-06
288,HOMICIDIO DOLOSO,N-4.7.4,1,2020-05,2021-05,0,1,5388.0,ZARAGOZA,2019-06,2020-06
289,HOMICIDIO DOLOSO,N-4.7.5,0,2020-05,2021-05,0,0,1740.0,ZARAGOZA,2019-06,2020-06
290,HOMICIDIO DOLOSO,N-4.7.6,0,2020-05,2021-05,0,0,4953.0,ZARAGOZA,2019-06,2020-06
291,HOMICIDIO DOLOSO,(NO ESPECIFICADO),-20,2020-05,2021-05,155,135,,NO ESPECIFICADO,2019-06,2020-06
292,HOMICIDIO DOLOSO,O-1.1.1,0,2020-05,2021-05,2,2,0.0,ABASTO-REFORMA,2019-06,2020-06
293,HOMICIDIO DOLOSO,O-1.1.2,1,2020-05,2021-05,2,3,0.0,ABASTO-REFORMA,2019-06,2020-06
294,HOMICIDIO DOLOSO,O-1.1.3,-1,2020-05,2021-05,3,2,0.0,ABASTO-REFORMA,2019-06,2020-06
295,HOMICIDIO DOLOSO,O-1.1.4,1,2020-05,2021-05,0,1,0.0,ABASTO-REFORMA,2019-06,2020-06
296,HOMICIDIO DOLOSO,O-1.2.1,0,2020-05,2021-05,1,1,7403.0,ABASTO-REFORMA,2019-06,2020-06
297,HOMICIDIO DOLOSO,O-1.2.10,1,2020-05,2021-05,1,2,8475.0,ABASTO-REFORMA,2019-06,2020-06
298,HOMICIDIO DOLOSO,O-1.2.11,0,2020-05,2021-05,0,0,5905.0,ABASTO-REFORMA,2019-06,2020-06
299,HOMICIDIO DOLOSO,O-1.2.12,-2,2020-05,2021-05,2,0,10610.0,ABASTO-REFORMA,2019-06,2020-06
300,HOMICIDIO DOLOSO,O-1.2.13,0,2020-05,2021-05,2,2,12248.0,ABASTO-REFORMA,2019-06,2020-06
301,HOMICIDIO DOLOSO,O-1.2.14,-4,2020-05,2021-05,5,1,15435.0,ABASTO-REFORMA,2019-06,2020-06
302,HOMICIDIO DOLOSO,O-1.2.15,0,2020-05,2021-05,0,0,12150.0,ABASTO-REFORMA,2019-06,2020-06
303,HOMICIDIO DOLOSO,O-1.2.16,0,2020-05,2021-05,0,0,7962.0,ABASTO-REFORMA,2019-06,2020-06
304,HOMICIDIO DOLOSO,O-1.2.17,0,2020-05,2021-05,2,2,22143.0,ABASTO-REFORMA,2019-06,2020-06
305,HOMICIDIO DOLOSO,O-1.2.18,2,2020-05,2021-05,1,3,418.0,ABASTO-REFORMA,2019-06,2020-06
306,HOMICIDIO DOLOSO,O-1.2.2,0,2020-05,2021-05,0,0,2380.0,ABASTO-REFORMA,2019-06,2020-06
307,HOMICIDIO DOLOSO,O-1.2.3,-1,2020-05,2021-05,2,1,9597.0,ABASTO-REFORMA,2019-06,2020-06
308,HOMICIDIO DOLOSO,O-1.2.4,0,2020-05,2021-05,0,0,7254.0,ABASTO-REFORMA,2019-06,2020-06
309,HOMICIDIO DOLOSO,O-1.2.5,0,2020-05,2021-05,2,2,9469.0,ABASTO-REFORMA,2019-06,2020-06
310,HOMICIDIO DOLOSO,O-1.2.6,-1,2020-05,2021-05,1,0,11383.0,ABASTO-REFORMA,2019-06,2020-06
311,HOMICIDIO DOLOSO,O-1.2.7,-1,2020-05,2021-05,1,0,8860.0,ABASTO-REFORMA,2019-06,2020-06
312,HOMICIDIO DOLOSO,O-1.2.8,-1,2020-05,2021-05,2,1,13305.0,ABASTO-REFORMA,2019-06,2020-06
313,HOMICIDIO DOLOSO,O-1.2.9,0,2020-05,2021-05,0,0,6085.0,ABASTO-REFORMA,2019-06,2020-06
314,HOMICIDIO DOLOSO,O-1.3.1,-1,2020-05,2021-05,2,1,12653.0,CHURUBUSCO,2019-06,2020-06
315,HOMICIDIO DOLOSO,O-1.3.10,3,2020-05,2021-05,2,5,13900.0,CHURUBUSCO,2019-06,2020-06
316,HOMICIDIO DOLOSO,O-1.3.11,1,2020-05,2021-05,0,1,6945.0,CHURUBUSCO,2019-06,2020-06
317,HOMICIDIO DOLOSO,O-1.3.12,2,2020-05,2021-05,0,2,7303.0,CHURUBUSCO,2019-06,2020-06
318,HOMICIDIO DOLOSO,O-1.3.2,0,2020-05,2021-05,0,0,13673.0,CHURUBUSCO,2019-06,2020-06
319,HOMICIDIO DOLOSO,O-1.3.3,-3,2020-05,2021-05,4,1,13505.0,CHURUBUSCO,2019-06,2020-06
320,HOMICIDIO DOLOSO,O-1.3.4,-1,2020-05,2021-05,1,0,5356.0,CHURUBUSCO,2019-06,2020-06
321,HOMICIDIO DOLOSO,O-1.3.5,-1,2020-05,2021-05,4,3,10622.0,CHURUBUSCO,2019-06,2020-06
322,HOMICIDIO DOLOSO,O-1.3.6,0,2020-05,2021-05,0,0,4388.0,CHURUBUSCO,2019-06,2020-06
323,HOMICIDIO DOLOSO,O-1.3.7,1,2020-05,2021-05,0,1,8893.0,CHURUBUSCO,2019-06,2020-06
324,HOMICIDIO DOLOSO,O-1.3.8,0,2020-05,2021-05,1,1,9964.0,CHURUBUSCO,2019-06,2020-06
325,HOMICIDIO DOLOSO,O-1.3.9,0,2020-05,2021-05,2,2,10795.0,CHURUBUSCO,2019-06,2020-06
326,HOMICIDIO DOLOSO,O-1.4.1,0,2020-05,2021-05,1,1,22009.0,ESTRELLA,2019-06,2020-06
327,HOMICIDIO DOLOSO,O-1.4.2,2,2020-05,2021-05,2,4,14818.0,ESTRELLA,2019-06,2020-06
328,HOMICIDIO DOLOSO,O-1.4.3,4,2020-05,2021-05,2,6,32788.0,ESTRELLA,2019-06,2020-06
329,HOMICIDIO DOLOSO,O-1.4.4,0,2020-05,2021-05,6,6,29731.0,ESTRELLA,2019-06,2020-06
330,HOMICIDIO DOLOSO,O-1.4.5,0,2020-05,2021-05,0,0,17803.0,ESTRELLA,2019-06,2020-06
331,HOMICIDIO DOLOSO,O-1.4.6,-2,2020-05,2021-05,2,0,17103.0,ESTRELLA,2019-06,2020-06
332,HOMICIDIO DOLOSO,O-1.4.7,2,2020-05,2021-05,0,2,9247.0,ESTRELLA,2019-06,2020-06
333,HOMICIDIO DOLOSO,O-1.4.8,2,2020-05,2021-05,0,2,15325.0,ESTRELLA,2019-06,2020-06
334,HOMICIDIO DOLOSO,O-1.4.9,-1,2020-05,2021-05,2,1,19001.0,ESTRELLA,2019-06,2020-06
335,HOMICIDIO DOLOSO,O-1.5.1,-4,2020-05,2021-05,4,0,16857.0,GRANJAS,2019-06,2020-06
336,HOMICIDIO DOLOSO,O-1.5.10,1,2020-05,2021-05,2,3,6638.0,GRANJAS,2019-06,2020-06
337,HOMICIDIO DOLOSO,O-1.5.11,0,2020-05,2021-05,0,0,3592.0,GRANJAS,2019-06,2020-06
338,HOMICIDIO DOLOSO,O-1.5.12,-3,2020-05,2021-05,3,0,3240.0,GRANJAS,2019-06,2020-06
339,HOMICIDIO DOLOSO,O-1.5.2,-3,2020-05,2021-05,3,0,7395.0,GRANJAS,2019-06,2020-06
340,HOMICIDIO DOLOSO,O-1.5.3,0,2020-05,2021-05,0,0,19129.0,GRANJAS,2019-06,2020-06
341,HOMICIDIO DOLOSO,O-1.5.4,-1,2020-05,2021-05,1,0,6208.0,GRANJAS,2019-06,2020-06
342,HOMICIDIO DOLOSO,O-1.5.5,0,2020-05,2021-05,1,1,6338.0,GRANJAS,2019-06,2020-06
343,HOMICIDIO DOLOSO,O-1.5.6,-1,2020-05,2021-05,1,0,7524.0,GRANJAS,2019-06,2020-06
344,HOMICIDIO DOLOSO,O-1.5.7,-1,2020-05,2021-05,1,0,5440.0,GRANJAS,2019-06,2020-06
345,HOMICIDIO DOLOSO,O-1.5.8,3,2020-05,2021-05,0,3,8943.0,GRANJAS,2019-06,2020-06
346,HOMICIDIO DOLOSO,O-1.5.9,-1,2020-05,2021-05,1,0,4382.0,GRANJAS,2019-06,2020-06
347,HOMICIDIO DOLOSO,O-2.1.1,0,2020-05,2021-05,0,0,2497.0,OASIS,2019-06,2020-06
348,HOMICIDIO DOLOSO,O-2.1.10,-6,2020-05,2021-05,8,2,24085.0,OASIS,2019-06,2020-06
349,HOMICIDIO DOLOSO,O-2.1.11,0,2020-05,2021-05,0,0,1621.0,OASIS,2019-06,2020-06
350,HOMICIDIO DOLOSO,O-2.1.12,-1,2020-05,2021-05,2,1,9419.0,OASIS,2019-06,2020-06
351,HOMICIDIO DOLOSO,O-2.1.13,-3,2020-05,2021-05,10,7,20275.0,OASIS,2019-06,2020-06
352,HOMICIDIO DOLOSO,O-2.1.14,-2,2020-05,2021-05,3,1,9930.0,OASIS,2019-06,2020-06
353,HOMICIDIO DOLOSO,O-2.1.15,0,2020-05,2021-05,3,3,16779.0,OASIS,2019-06,2020-06
354,HOMICIDIO DOLOSO,O-2.1.16,-1,2020-05,2021-05,1,0,7103.0,OASIS,2019-06,2020-06
355,HOMICIDIO DOLOSO,O-2.1.17,1,2020-05,2021-05,0,1,5915.0,OASIS,2019-06,2020-06
356,HOMICIDIO DOLOSO,O-2.1.18,-1,2020-05,2021-05,1,0,8014.0,OASIS,2019-06,2020-06
357,HOMICIDIO DOLOSO,O-2.1.19,6,2020-05,2021-05,0,6,18396.0,OASIS,2019-06,2020-06
358,HOMICIDIO DOLOSO,O-2.1.2,1,2020-05,2021-05,0,1,7202.0,OASIS,2019-06,2020-06
359,HOMICIDIO DOLOSO,O-2.1.20,2,2020-05,2021-05,0,2,9472.0,OASIS,2019-06,2020-06
360,HOMICIDIO DOLOSO,O-2.1.21,-2,2020-05,2021-05,3,1,8359.0,OASIS,2019-06,2020-06
361,HOMICIDIO DOLOSO,O-2.1.22,1,2020-05,2021-05,1,2,3483.0,OASIS,2019-06,2020-06
362,HOMICIDIO DOLOSO,O-2.1.23,1,2020-05,2021-05,0,1,9252.0,OASIS,2019-06,2020-06
363,HOMICIDIO DOLOSO,O-2.1.24,-2,2020-05,2021-05,2,0,7362.0,OASIS,2019-06,2020-06
364,HOMICIDIO DOLOSO,O-2.1.3,0,2020-05,2021-05,0,0,2371.0,OASIS,2019-06,2020-06
365,HOMICIDIO DOLOSO,O-2.1.4,-1,2020-05,2021-05,1,0,4593.0,OASIS,2019-06,2020-06
366,HOMICIDIO DOLOSO,O-2.1.5,1,2020-05,2021-05,1,2,8470.0,OASIS,2019-06,2020-06
367,HOMICIDIO DOLOSO,O-2.1.6,0,2020-05,2021-05,0,0,5969.0,OASIS,2019-06,2020-06
368,HOMICIDIO DOLOSO,O-2.1.7,0,2020-05,2021-05,0,0,6361.0,OASIS,2019-06,2020-06
369,HOMICIDIO DOLOSO,O-2.1.8,-6,2020-05,2021-05,8,2,17352.0,OASIS,2019-06,2020-06
370,HOMICIDIO DOLOSO,O-2.1.9,-2,2020-05,2021-05,2,0,3804.0,OASIS,2019-06,2020-06
371,HOMICIDIO DOLOSO,O-2.2.1,1,2020-05,2021-05,0,1,10404.0,QUETZAL,2019-06,2020-06
372,HOMICIDIO DOLOSO,O-2.2.10,0,2020-05,2021-05,3,3,23540.0,QUETZAL,2019-06,2020-06
373,HOMICIDIO DOLOSO,O-2.2.11,0,2020-05,2021-05,2,2,12845.0,QUETZAL,2019-06,2020-06
374,HOMICIDIO DOLOSO,O-2.2.12,-1,2020-05,2021-05,1,0,15465.0,QUETZAL,2019-06,2020-06
375,HOMICIDIO DOLOSO,O-2.2.13,2,2020-05,2021-05,0,2,15047.0,QUETZAL,2019-06,2020-06
376,HOMICIDIO DOLOSO,O-2.2.14,-1,2020-05,2021-05,1,0,23688.0,QUETZAL,2019-06,2020-06
377,HOMICIDIO DOLOSO,O-2.2.2,-3,2020-05,2021-05,3,0,11084.0,QUETZAL,2019-06,2020-06
378,HOMICIDIO DOLOSO,O-2.2.3,-1,2020-05,2021-05,3,2,12074.0,QUETZAL,2019-06,2020-06
379,HOMICIDIO DOLOSO,O-2.2.4,0,2020-05,2021-05,4,4,25464.0,QUETZAL,2019-06,2020-06
380,HOMICIDIO DOLOSO,O-2.2.5,0,2020-05,2021-05,2,2,21083.0,QUETZAL,2019-06,2020-06
381,HOMICIDIO DOLOSO,O-2.2.6,0,2020-05,2021-05,1,1,24639.0,QUETZAL,2019-06,2020-06
382,HOMICIDIO DOLOSO,O-2.2.7,-5,2020-05,2021-05,6,1,25831.0,QUETZAL,2019-06,2020-06
383,HOMICIDIO DOLOSO,O-2.2.8,0,2020-05,2021-05,2,2,13939.0,QUETZAL,2019-06,2020-06
384,HOMICIDIO DOLOSO,O-2.2.9,1,2020-05,2021-05,6,7,43116.0,QUETZAL,2019-06,2020-06
385,HOMICIDIO DOLOSO,O-2.3.1,-3,2020-05,2021-05,6,3,32517.0,SANTA CRUZ,2019-06,2020-06
386,HOMICIDIO DOLOSO,O-2.3.10,1,2020-05,2021-05,3,4,37989.0,SANTA CRUZ,2019-06,2020-06
387,HOMICIDIO DOLOSO,O-2.3.11,-1,2020-05,2021-05,1,0,11076.0,SANTA CRUZ,2019-06,2020-06
388,HOMICIDIO DOLOSO,O-2.3.12,5,2020-05,2021-05,5,10,13439.0,SANTA CRUZ,2019-06,2020-06
389,HOMICIDIO DOLOSO,O-2.3.13,1,2020-05,2021-05,0,1,4332.0,SANTA CRUZ,2019-06,2020-06
390,HOMICIDIO DOLOSO,O-2.3.14,-3,2020-05,2021-05,3,0,8026.0,SANTA CRUZ,2019-06,2020-06
391,HOMICIDIO DOLOSO,O-2.3.2,1,2020-05,2021-05,3,4,22953.0,SANTA CRUZ,2019-06,2020-06
392,HOMICIDIO DOLOSO,O-2.3.3,0,2020-05,2021-05,1,1,9711.0,SANTA CRUZ,2019-06,2020-06
393,HOMICIDIO DOLOSO,O-2.3.4,0,2020-05,2021-05,0,0,7254.0,SANTA CRUZ,2019-06,2020-06
394,HOMICIDIO DOLOSO,O-2.3.5,0,2020-05,2021-05,1,1,5990.0,SANTA CRUZ,2019-06,2020-06
395,HOMICIDIO DOLOSO,O-2.3.6,-2,2020-05,2021-05,4,2,11406.0,SANTA CRUZ,2019-06,2020-06
396,HOMICIDIO DOLOSO,O-2.3.7,1,2020-05,2021-05,0,1,8532.0,SANTA CRUZ,2019-06,2020-06
397,HOMICIDIO DOLOSO,O-2.3.8,-1,2020-05,2021-05,2,1,7281.0,SANTA CRUZ,2019-06,2020-06
398,HOMICIDIO DOLOSO,O-2.3.9,1,2020-05,2021-05,1,2,13136.0,SANTA CRUZ,2019-06,2020-06
399,HOMICIDIO DOLOSO,O-2.4.1,-1,2020-05,2021-05,1,0,17437.0,TEOTONGO,2019-06,2020-06
400,HOMICIDIO DOLOSO,O-2.4.10,2,2020-05,2021-05,2,4,18701.0,TEOTONGO,2019-06,2020-06
401,HOMICIDIO DOLOSO,O-2.4.11,-3,2020-05,2021-05,3,0,16897.0,TEOTONGO,2019-06,2020-06
402,HOMICIDIO DOLOSO,O-2.4.12,1,2020-05,2021-05,2,3,11359.0,TEOTONGO,2019-06,2020-06
403,HOMICIDIO DOLOSO,O-2.4.13,-1,2020-05,2021-05,1,0,14069.0,TEOTONGO,2019-06,2020-06
404,HOMICIDIO DOLOSO,O-2.4.14,0,2020-05,2021-05,0,0,10492.0,TEOTONGO,2019-06,2020-06
405,HOMICIDIO DOLOSO,O-2.4.15,1,2020-05,2021-05,2,3,18873.0,TEOTONGO,2019-06,2020-06
406,HOMICIDIO DOLOSO,O-2.4.16,0,2020-05,2021-05,1,1,20431.0,TEOTONGO,2019-06,2020-06
407,HOMICIDIO DOLOSO,O-2.4.2,2,2020-05,2021-05,0,2,8860.0,TEOTONGO,2019-06,2020-06
408,HOMICIDIO DOLOSO,O-2.4.3,-1,2020-05,2021-05,1,0,15574.0,TEOTONGO,2019-06,2020-06
409,HOMICIDIO DOLOSO,O-2.4.4,1,2020-05,2021-05,1,2,16458.0,TEOTONGO,2019-06,2020-06
410,HOMICIDIO DOLOSO,O-2.4.5,0,2020-05,2021-05,1,1,16212.0,TEOTONGO,2019-06,2020-06
411,HOMICIDIO DOLOSO,O-2.4.6,1,2020-05,2021-05,0,1,25702.0,TEOTONGO,2019-06,2020-06
412,HOMICIDIO DOLOSO,O-2.4.7,-2,2020-05,2021-05,2,0,17813.0,TEOTONGO,2019-06,2020-06
413,HOMICIDIO DOLOSO,O-2.4.8,0,2020-05,2021-05,0,0,23798.0,TEOTONGO,2019-06,2020-06
414,HOMICIDIO DOLOSO,O-2.4.9,0,2020-05,2021-05,1,1,17817.0,TEOTONGO,2019-06,2020-06
415,HOMICIDIO DOLOSO,O-2.5.1,3,2020-05,2021-05,1,4,22652.0,TEZONCO,2019-06,2020-06
416,HOMICIDIO DOLOSO,O-2.5.10,-1,2020-05,2021-05,5,4,25684.0,TEZONCO,2019-06,2020-06
417,HOMICIDIO DOLOSO,O-2.5.11,0,2020-05,2021-05,2,2,29794.0,TEZONCO,2019-06,2020-06
418,HOMICIDIO DOLOSO,O-2.5.2,-1,2020-05,2021-05,4,3,30768.0,TEZONCO,2019-06,2020-06
419,HOMICIDIO DOLOSO,O-2.5.3,-9,2020-05,2021-05,10,1,20163.0,TEZONCO,2019-06,2020-06
420,HOMICIDIO DOLOSO,O-2.5.4,2,2020-05,2021-05,4,6,23894.0,TEZONCO,2019-06,2020-06
421,HOMICIDIO DOLOSO,O-2.5.5,-1,2020-05,2021-05,4,3,25874.0,TEZONCO,2019-06,2020-06
422,HOMICIDIO DOLOSO,O-2.5.6,2,2020-05,2021-05,1,3,17249.0,TEZONCO,2019-06,2020-06
423,HOMICIDIO DOLOSO,O-2.5.7,-4,2020-05,2021-05,8,4,36811.0,TEZONCO,2019-06,2020-06
424,HOMICIDIO DOLOSO,O-2.5.8,6,2020-05,2021-05,4,10,32571.0,TEZONCO,2019-06,2020-06
